,HUNDRED_BLOCK,HUNDRED_BLOCK_GEOCODED
12701,16200 79TH AVE     ,"[-122.7731437, 49.1467996]"
12702,16200 80A AVE,"[-122.7706016, 49.1490959]"
12703,16200 80TH AVE,"[-122.7731496, 49.1482032]"
12704,16200 80TH AVE ,"[-122.7731496, 49.1482032]"
12705,16200 80TH AVE     ,"[-122.7731496, 49.1482032]"
12706,16200 82ND AVE,"[-122.7731434, 49.1517848]"
12707,16200 82ND AVE ,"[-122.7731434, 49.1517848]"
12708,16200 82ND AVE     ,"[-122.7731434, 49.1517848]"
12709,16200 83RD AVE,"[-122.7723145, 49.1539439]"
12710,16200 83RD AVE ,"[-122.7723145, 49.1539439]"
12711,16200 83RD AVE     ,"[-122.7723145, 49.1539439]"
12712,16200 84TH AVE ,"[-122.7733146, 49.1554479]"
12713,16200 85TH AVE,"[-122.7732926, 49.1573377]"
12714,16200 85TH AVE ,"[-122.7732926, 49.1573377]"
12715,16200 85TH AVE     ,"[-122.7732926, 49.1573377]"
12716,16200 86B AVE ,"[-122.7708651, 49.1603781]"
12717,16200 86B AVE     ,"[-122.7708651, 49.1603781]"
12718,16200 87TH AVE ,"[-122.7731999, 49.1612068]"
12719,16200 87TH AVE     ,"[-122.7731999, 49.1612068]"
12720,16200 90TH AVE,"[-122.7732071, 49.1664417]"
12721,16200 92ND AVE,"[-122.7732112, 49.1700668]"
12722,16200 92ND AVE ,"[-122.7732112, 49.1700668]"
12723,16200 92ND AVE     ,"[-122.7732112, 49.1700668]"
12724,16200 93A AVE,"[-122.7728382, 49.1727389]"
12725,16200 93A AVE ,"[-122.7728382, 49.1727389]"
12726,16200 93A AVE     ,"[-122.7728382, 49.1727389]"
12727,16200 94A AVE,"[-122.7739151, 49.1742445]"
12728,16200 94A AVE ,"[-122.7739151, 49.1742445]"
12729,16200 94A AVE     ,"[-122.7739151, 49.1742445]"
12730,16200 94TH AVE,"[-122.7739146, 49.1734785]"
12731,16200 94TH AVE ,"[-122.7739146, 49.1734785]"
12732,16200 94TH AVE     ,"[-122.7739146, 49.1734785]"
12733,16200 95A AVE,"[-122.772029, 49.1760891]"
12734,16200 95A AVE ,"[-122.772029, 49.1760891]"
12735,16200 95A AVE     ,"[-122.772029, 49.1760891]"
12736,16200 96A AVE,"[-122.7727532, 49.1774241]"
12737,16200 96A AVE ,"[-122.7727532, 49.1774241]"
12738,16200 96A AVE     ,"[-122.7727532, 49.1774241]"
12739,16200 96B AVE,"[-122.7732176, 49.1781859]"
12740,16200 96B AVE ,"[-122.7732176, 49.1781859]"
12741,16200 96B AVE     ,"[-122.7732176, 49.1781859]"
12742,16200 96TH AVE,"[-122.7719681, 49.1769118]"
12743,16200 96TH AVE ,"[-122.7719681, 49.1769118]"
12744,16200 96TH AVE     ,"[-122.7719681, 49.1769118]"
12745,16200 BEACH RD ,"[-122.772416, 49.0122834]"
12746,16200 FRASER HWY,"[-122.6788796, 49.1133768]"
12747,16200 FRASER HWY ,"[-122.6788796, 49.1133768]"
12748,16200 FRASER HWY     ,"[-122.6788796, 49.1133768]"
12749,16200 GLENWOOD CRES N,"[-122.7722542, 49.1975441]"
12750,16200 GLENWOOD CRES S,"[-122.7722009, 49.1936448]"
12751,16200 HIGH PARK AVE,"[-122.7735336, 49.0673823]"
12752,16200 LINCOLN WOODS CRT,"[-122.7724134, 49.0615512]"
12753,16200 MORGAN CREEK CRES,"[-122.7737332, 49.0662673]"
12754,16200 MORGAN CREEK CRES    ,"[-122.7737332, 49.0662673]"
12755,16200 NORTHGLEN PL,"[-122.7715665, 49.1962703]"
12756,16200 NORTHGLEN PL ,"[-122.7715665, 49.1962703]"
12757,16200 SOUTHGLEN PL,"[-122.7716595, 49.1952662]"
12758,16200 SOUTHGLEN PL ,"[-122.7716595, 49.1952662]"
12759,16200 SOUTHGLEN PL     ,"[-122.7716595, 49.1952662]"
12760,162A ST / 26TH AVE,"[-122.7709628, 49.0492897]"
12761,162A ST / 78TH AVE,"[-122.7717949, 49.1445473]"
12762,162A ST / 80TH AVE,"[-122.7720051, 49.1482319]"
12763,162A ST / 82ND AVE,"[-122.7719481, 49.1518183]"
12764,162A ST / 83RD AVE,"[-122.7719413, 49.1536536]"
12765,162A ST / 94TH AVE,"[-122.7720199, 49.1734938]"
12766,162A ST / 96TH AVE,"[-122.7719682, 49.1769433]"
12767,162ND ST / 24TH AVE,"[-122.7738841, 49.0455524]"
12768,162ND ST / 25TH AVE,"[-122.7725567, 49.0480984]"
12769,162ND ST / 26B AVE,"[-122.7720125, 49.0505055]"
12770,162ND ST / 27A AVE,"[-122.7733012, 49.0516085]"
12771,162ND ST / 28TH AVE,"[-122.7736063, 49.0528326]"
12772,162ND ST / 80TH AVE,"[-122.7731494, 49.1482347]"
12773,162ND ST / 83RD AVE,"[-129.0850664, 54.4164671]"
12774,162ND ST / 84TH AVE,"[-122.7733145, 49.1554771]"
12775,162ND ST / 85TH AVE,"[-122.773293, 49.1573669]"
12776,162ND ST / 86TH AVE,"[-122.7732542, 49.1590724]"
12777,162ND ST / 88TH AVE,"[-122.7732059, 49.1627707]"
12778,162ND ST / 90TH AVE,"[-122.7732064, 49.1664777]"
12779,162ND ST / 92ND AVE,"[-122.7732115, 49.1700983]"
12780,162ND ST / 96TH AVE,"[-122.773029, 49.1769345]"
12781,162ND ST / FRASER HWY,"[-122.7735106, 49.1551793]"
12782,16300  32ND AVE,"[-122.7706384, 49.06016]"
12783,16300  91A AVE,"[-122.7706926, 49.1691925]"
12784,16300 102ND AVE     ,"[-122.7703125, 49.1877097]"
12785,16300 104TH AVE,"[-122.7713229, 49.1912865]"
12786,16300 104TH AVE ,"[-122.7713229, 49.1912865]"
12787,16300 108A AVE,"[-122.7703524, 49.1997656]"
12788,16300 108A AVE ,"[-122.7703524, 49.1997656]"
12789,16300 108A AVE     ,"[-122.7703524, 49.1997656]"
12790,16300 108TH AVE,"[-122.770381, 49.1988027]"
12791,16300 108TH AVE ,"[-122.770381, 49.1988027]"
12792,16300 109TH AVE,"[-122.7696594, 49.2006109]"
12793,16300 109TH AVE ,"[-122.7696594, 49.2006109]"
12794,16300 10A AVE,"[-122.7710916, 49.0208198]"
12795,16300 10TH AVE,"[-122.7711047, 49.0201567]"
12796,16300 10TH AVE ,"[-122.7711047, 49.0201567]"
12797,16300 110A AVE ,"[-122.7704171, 49.20327]"
12798,16300 110TH AVE ,"[-122.7702515, 49.2024538]"
12799,16300 111A AVE,"[-122.7703691, 49.2052376]"
12800,16300 111A AVE ,"[-122.7703691, 49.2052376]"
12801,16300 111A AVE     ,"[-122.7703691, 49.2052376]"
12802,16300 112TH AVE ,"[-122.7702545, 49.2061056]"
12803,16300 112TH AVE     ,"[-122.7702545, 49.2061056]"
12804,16300 113B AVE,"[-122.7733599, 49.2091561]"
12805,16300 113B AVE ,"[-122.7733599, 49.2091561]"
12806,16300 113B AVE     ,"[-122.7733599, 49.2091561]"
12807,16300 114TH AVE,"[-122.7743608, 49.2095811]"
12808,16300 11TH AVE ,"[-122.7693542, 49.0224565]"
12809,16300 11TH AVE     ,"[-122.7693542, 49.0224565]"
12810,16300 12A AVE ,"[-122.7703845, 49.0245264]"
12811,16300 12A AVE     ,"[-122.7703845, 49.0245264]"
12812,16300 12B AVE ,"[-122.77036, 49.0252994]"
12813,16300 12TH AVE,"[-122.7707602, 49.0237946]"
12814,16300 12TH AVE ,"[-122.7707602, 49.0237946]"
12815,16300 12TH AVE     ,"[-122.7707602, 49.0237946]"
12816,16300 13TH AVE     ,"[-122.771739, 49.0263072]"
12817,16300 14A AVE,"[-122.7734379, 49.0282558]"
12818,16300 14TH AVE     ,"[-122.7705641, 49.0274109]"
12819,16300 15TH AVE ,"[-122.770941, 49.0292296]"
12820,16300 20TH AVE,"[-122.7710782, 49.038302]"
12821,16300 20TH AVE ,"[-122.7710782, 49.038302]"
12822,16300 24TH AVE ,"[-122.7715427, 49.0455662]"
12823,16300 25TH AVE,"[-122.7709038, 49.0477257]"
12824,16300 25TH AVE ,"[-122.7709038, 49.0477257]"
12825,16300 26A AVE,"[-122.7701193, 49.04992]"
12826,16300 26A AVE ,"[-122.7701193, 49.04992]"
12827,16300 26A AVE     ,"[-122.7701193, 49.04992]"
12828,16300 26B AVE,"[-122.7701237, 49.0505951]"
12829,16300 26B AVE ,"[-122.7701237, 49.0505951]"
12830,16300 26TH AVE,"[-122.7700235, 49.0492673]"
12831,16300 26TH AVE ,"[-122.7700235, 49.0492673]"
12832,16300 27A AVE,"[-122.7704975, 49.0516944]"
12833,16300 27A AVE ,"[-122.7704975, 49.0516944]"
12834,16300 27A AVE     ,"[-122.7704975, 49.0516944]"
12835,16300 27B AVE ,"[-122.7697625, 49.0523658]"
12836,16300 27B AVE     ,"[-122.7697625, 49.0523658]"
12837,16300 28TH AVE,"[-122.7709709, 49.0528327]"
12838,16300 28TH AVE ,"[-122.7709709, 49.0528327]"
12839,16300 28TH AVE     ,"[-122.7709709, 49.0528327]"
12840,16300 30B AVE,"[-122.7704427, 49.0574046]"
12841,16300 30B AVE ,"[-122.7704427, 49.0574046]"
12842,16300 32ND AVE ,"[-122.7706384, 49.06016]"
12843,16300 36A AVE,"[-122.7703829, 49.0684133]"
12844,16300 36A AVE ,"[-122.7703829, 49.0684133]"
12845,16300 50TH AVE     ,"[-122.770944, 49.093146]"
12846,16300 56TH AVE,"[-122.771076, 49.1043704]"
12847,16300 58A AVE,"[-122.7707073, 49.1090396]"
12848,16300 58A AVE ,"[-122.7707073, 49.1090396]"
12849,16300 58A AVE     ,"[-122.7707073, 49.1090396]"
12850,16300 59A AVE,"[-122.769627, 49.1103577]"
12851,16300 59A AVE ,"[-122.769627, 49.1103577]"
12852,16300 59A AVE     ,"[-122.769627, 49.1103577]"
12853,16300 60A AVE,"[-122.7713207, 49.1123313]"
12854,16300 60A AVE ,"[-122.7713207, 49.1123313]"
12855,16300 60A AVE     ,"[-122.7713207, 49.1123313]"
12856,16300 60TH AVE,"[-122.7713398, 49.1115835]"
12857,16300 60TH AVE     ,"[-122.7713398, 49.1115835]"
12858,16300 61A AVE,"[-122.7707035, 49.1147594]"
12859,16300 61A AVE ,"[-122.7707035, 49.1147594]"
12860,16300 61A AVE     ,"[-122.7707035, 49.1147594]"
12861,16300 64TH AVE,"[-122.7737651, 49.1188536]"
12862,16300 64TH AVE ,"[-122.7737651, 49.1188536]"
12863,16300 64TH AVE     ,"[-122.7737651, 49.1188536]"
12864,16300 77TH AVE ,"[-122.7692021, 49.1427958]"
12865,16300 77TH AVE     ,"[-122.7692021, 49.1427958]"
12866,16300 78A AVE ,"[-122.7688542, 49.1453237]"
12867,16300 78TH AVE,"[-122.7698875, 49.1445072]"
12868,16300 78TH AVE ,"[-122.7698875, 49.1445072]"
12869,16300 79A AVE,"[-122.7689685, 49.1473609]"
12870,16300 79TH AVE,"[-122.7699799, 49.1466371]"
12871,16300 79TH AVE ,"[-122.7699799, 49.1466371]"
12872,16300 80A AVE ,"[-122.7698126, 49.149028]"
12873,16300 80A AVE     ,"[-122.7698126, 49.149028]"
12874,16300 80TH AVE,"[-122.7698151, 49.1482014]"
12875,16300 80TH AVE ,"[-122.7698151, 49.1482014]"
12876,16300 80TH AVE     ,"[-122.7698151, 49.1482014]"
12877,16300 82ND AVE,"[-122.7700073, 49.151824]"
12878,16300 82ND AVE ,"[-122.7700073, 49.151824]"
12879,16300 82ND AVE     ,"[-122.7700073, 49.151824]"
12880,16300 84TH AVE,"[-122.7705047, 49.155442]"
12881,16300 84TH AVE     ,"[-122.7705047, 49.155442]"
12882,16300 85TH AVE,"[-122.7693592, 49.1568766]"
12883,16300 85TH AVE ,"[-122.7693592, 49.1568766]"
12884,16300 85TH AVE     ,"[-122.7693592, 49.1568766]"
12885,16300 86B AVE,"[-122.7703882, 49.1603773]"
12886,16300 86B AVE ,"[-122.7703882, 49.1603773]"
12887,16300 87TH AVE,"[-122.7703708, 49.1611958]"
12888,16300 87TH AVE ,"[-122.7703708, 49.1611958]"
12889,16300 87TH AVE     ,"[-122.7703708, 49.1611958]"
12890,16300 88A AVE,"[-122.7687895, 49.1637119]"
12891,16300 88A AVE ,"[-122.7687895, 49.1637119]"
12892,16300 88TH AVE,"[-122.7704112, 49.1627581]"
12893,16300 88TH AVE ,"[-122.7704112, 49.1627581]"
12894,16300 88TH AVE     ,"[-122.7704112, 49.1627581]"
12895,16300 90TH AVE,"[-122.7698398, 49.1664318]"
12896,16300 90TH AVE ,"[-122.7698398, 49.1664318]"
12897,16300 91A AVE,"[-122.7706926, 49.1691925]"
12898,16300 91A AVE ,"[-122.7706926, 49.1691925]"
12899,16300 91A AVE     ,"[-122.7706926, 49.1691925]"
12900,16300 92ND AVE,"[-122.7706244, 49.1700938]"
12901,16300 92ND AVE ,"[-122.7706244, 49.1700938]"
12902,16300 92ND AVE     ,"[-122.7706244, 49.1700938]"
12903,16300 94TH AVE ,"[-122.7706069, 49.1734668]"
12904,16300 94TH AVE     ,"[-122.7706069, 49.1734668]"
12905,16300 95A AVE,"[-122.7705588, 49.1760901]"
12906,16300 95A AVE ,"[-122.7705588, 49.1760901]"
12907,16300 95TH AVE,"[-122.7705831, 49.1750366]"
12908,16300 95TH AVE ,"[-122.7705831, 49.1750366]"
12909,16300 96TH AVE,"[-122.7709326, 49.1769131]"
12910,16300 96TH AVE ,"[-122.7709326, 49.1769131]"
12911,16300 96TH AVE     ,"[-122.7709326, 49.1769131]"
12912,16300 9TH AVE,"[-122.7703435, 49.0183669]"
12913,16300 9TH AVE ,"[-122.7703435, 49.0183669]"
12914,16300 BEACH RD     ,"[-122.7725722, 49.0113456]"
12915,16300 FRASER HWY,"[-122.7734664, 49.1552566]"
12916,16300 FRASER HWY ,"[-122.7734664, 49.1552566]"
12917,16300 FRASER HWY     ,"[-122.7734664, 49.1552566]"
12918,16300 GLENMOOR CRT,"[-122.7696974, 49.1926664]"
12919,16300 GLENMOOR CRT ,"[-122.7696974, 49.1926664]"
12920,16300 GLENWOOD CRES N,"[-122.770527, 49.1978906]"
12921,16300 GLENWOOD CRES N    ,"[-122.770527, 49.1978906]"
12922,16300 GLENWOOD CRES S,"[-122.7698732, 49.1930691]"
12923,16300 GLENWOOD CRES S    ,"[-122.7698732, 49.1930691]"
12924,16300 HIGH PARK AVE,"[-122.7704693, 49.0674193]"
12925,16300 LINCOLN WOODS CRT,"[-122.7714452, 49.0617369]"
12926,16300 MIDDLEGLEN CLS,"[-122.7703353, 49.1951394]"
12927,16300 MIDDLEGLEN CLS ,"[-122.7703353, 49.1951394]"
12928,16300 MIDDLEGLEN CLS     ,"[-122.7703353, 49.1951394]"
12929,16300 MIDDLEGLEN PL,"[-122.768681, 49.19608]"
12930,16300 MIDDLEGLEN PL ,"[-122.768681, 49.19608]"
12931,16300 MIDDLEGLEN PL     ,"[-122.768681, 49.19608]"
12932,16300 MORGAN CREEK CRES,"[-122.7708479, 49.0656699]"
12933,16300 MORGAN CREEK CRES    ,"[-122.7708479, 49.0656699]"
12934,16300 MORGAN CREEK PL,"[-122.7708479, 49.0656699]"
12935,16300 NORTHGLEN CLS,"[-122.7706739, 49.1967929]"
12936,16300 NORTHGLEN CLS     ,"[-122.7706739, 49.1967929]"
12937,163A ST / 26TH AVE,"[-122.7690839, 49.0493044]"
12938,163A ST / 27A AVE,"[-122.7694805, 49.0517316]"
12939,163A ST / 60TH AVE,"[-122.7696308, 49.1116115]"
12940,163RD ST / 24TH AVE,"[-122.7709588, 49.0455963]"
12941,163RD ST / 26B AVE,"[-122.7701235, 49.0506244]"
12942,163RD ST / 84TH AVE,"[-122.7705046, 49.1554712]"
12943,163RD ST / 92ND AVE,"[-122.7706247, 49.1701253]"
12944,163RD ST / 94TH AVE,"[-122.7706067, 49.1735028]"
12945,16400  56TH AVE,"[-122.769146, 49.1043656]"
12946,16400  64TH AVE,"[-122.767784, 49.1188931]"
12947,16400  96TH AVE,"[-122.7677034, 49.1769172]"
12948,16400  BEACH RD,"[-122.7690123, 49.0095955]"
12949,16400 104A AVE,"[-122.7674604, 49.1923321]"
12950,16400 104A AVE ,"[-122.7674604, 49.1923321]"
12951,16400 104A AVE     ,"[-122.7674604, 49.1923321]"
12952,16400 104TH AVE,"[-122.7674704, 49.1914855]"
12953,16400 104TH AVE ,"[-122.7674704, 49.1914855]"
12954,16400 108A AVE,"[-122.7643674, 49.1996128]"
12955,16400 108A AVE ,"[-122.7643674, 49.1996128]"
12956,16400 108B AVE ,"[-122.7650369, 49.2003267]"
12957,16400 108TH AVE,"[-122.7675137, 49.1988103]"
12958,16400 108TH AVE ,"[-122.7675137, 49.1988103]"
12959,16400 108TH AVE     ,"[-122.7675137, 49.1988103]"
12960,16400 109A AVE,"[-122.7650099, 49.2019541]"
12961,16400 109A AVE ,"[-122.7650099, 49.2019541]"
12962,16400 109TH AVE,"[-122.7675209, 49.2006193]"
12963,16400 10A AVE ,"[-122.7682312, 49.0210431]"
12964,16400 10TH AVE,"[-122.7682368, 49.0201596]"
12965,16400 10TH AVE ,"[-122.7682368, 49.0201596]"
12966,16400 10TH AVE     ,"[-122.7682368, 49.0201596]"
12967,16400 110TH AVE ,"[-122.7674849, 49.2024815]"
12968,16400 111TH AVE ,"[-122.7659173, 49.2042365]"
12969,16400 111TH AVE     ,"[-122.7659173, 49.2042365]"
12970,16400 112TH AVE,"[-122.7674991, 49.2061266]"
12971,16400 112TH AVE     ,"[-122.7674991, 49.2061266]"
12972,16400 11A AVE,"[-122.7682068, 49.0229553]"
12973,16400 11A AVE ,"[-122.7682068, 49.0229553]"
12974,16400 11A AVE     ,"[-122.7682068, 49.0229553]"
12975,16400 12TH AVE     ,"[-122.7682148, 49.0237888]"
12976,16400 16TH AVE ,"[-122.7684987, 49.0309589]"
12977,16400 16TH AVE     ,"[-122.7684987, 49.0309589]"
12978,16400 20TH AVE,"[-122.7681609, 49.038314]"
12979,16400 20TH AVE ,"[-122.7681609, 49.038314]"
12980,16400 20TH AVE     ,"[-122.7681609, 49.038314]"
12981,16400 22ND AVE,"[-122.7670439, 49.0422474]"
12982,16400 23A AVE,"[-122.767581, 49.0446852]"
12983,16400 23RD AVE ,"[-122.7681085, 49.0437009]"
12984,16400 24A AVE,"[-122.7681109, 49.0465385]"
12985,16400 24TH AVE,"[-122.7681191, 49.0455659]"
12986,16400 24TH AVE ,"[-122.7681191, 49.0455659]"
12987,16400 24TH AVE     ,"[-122.7681191, 49.0455659]"
12988,16400 25TH AVE,"[-122.7675176, 49.0473989]"
12989,16400 25TH AVE     ,"[-122.7675176, 49.0473989]"
12990,16400 26TH AVE,"[-122.7669643, 49.0492771]"
12991,16400 28TH AVE,"[-122.7680656, 49.0528777]"
12992,16400 28TH AVE ,"[-122.7680656, 49.0528777]"
12993,16400 32A AVE ,"[-122.7680574, 49.0611502]"
12994,16400 32ND AVE,"[-122.7680391, 49.0601876]"
12995,16400 32ND AVE ,"[-122.7680391, 49.0601876]"
12996,16400 32ND AVE     ,"[-122.7680391, 49.0601876]"
12997,16400 50TH AVE ,"[-122.7679854, 49.0931402]"
12998,16400 58TH AVE ,"[-122.7670621, 49.1084504]"
12999,16400 59A AVE,"[-122.7677386, 49.1105855]"
13000,16400 59A AVE ,"[-122.7677386, 49.1105855]"
13001,16400 59A AVE     ,"[-122.7677386, 49.1105855]"
13002,16400 60A AVE ,"[-122.7648365, 49.1122896]"
13003,16400 60TH AVE,"[-122.7676086, 49.1115645]"
13004,16400 60TH AVE ,"[-122.7676086, 49.1115645]"
13005,16400 60TH AVE     ,"[-122.7676086, 49.1115645]"
13006,16400 61ST AVE,"[-122.7665758, 49.1134035]"
13007,16400 61ST AVE ,"[-122.7665758, 49.1134035]"
13008,16400 61ST AVE     ,"[-122.7665758, 49.1134035]"
13009,16400 62A AVE,"[-122.7663951, 49.115783]"
13010,16400 62A AVE     ,"[-122.7663951, 49.115783]"
13011,16400 63A AVE     ,"[-122.9199274, 49.1187771]"
13012,16400 63RD AVE,"[-122.7660203, 49.1162703]"
13013,16400 63RD AVE     ,"[-122.7660203, 49.1162703]"
13014,16400 64TH AVE,"[-122.767784, 49.1188931]"
13015,16400 64TH AVE ,"[-122.767784, 49.1188931]"
13016,16400 64TH AVE     ,"[-122.767784, 49.1188931]"
13017,16400 77TH AVE,"[-122.7676116, 49.1430062]"
13018,16400 77TH AVE ,"[-122.7676116, 49.1430062]"
13019,16400 78A AVE,"[-122.7664253, 49.1453602]"
13020,16400 78A AVE     ,"[-122.7664253, 49.1453602]"
13021,16400 78TH AVE,"[-122.767636, 49.1445027]"
13022,16400 78TH AVE ,"[-122.767636, 49.1445027]"
13023,16400 78TH AVE     ,"[-122.767636, 49.1445027]"
13024,16400 80TH AVE,"[-122.7663588, 49.1481921]"
13025,16400 80TH AVE ,"[-122.7663588, 49.1481921]"
13026,16400 80TH AVE     ,"[-122.7663588, 49.1481921]"
13027,16400 84A AVE,"[-122.7663369, 49.1563905]"
13028,16400 84A AVE     ,"[-122.7663369, 49.1563905]"
13029,16400 85TH AVE ,"[-122.7678029, 49.1573369]"
13030,16400 85TH AVE     ,"[-122.7678029, 49.1573369]"
13031,16400 86A AVE,"[-122.7677521, 49.1595539]"
13032,16400 86A AVE ,"[-122.7677521, 49.1595539]"
13033,16400 86A AVE     ,"[-122.7677521, 49.1595539]"
13034,16400 86B AVE,"[-122.7677441, 49.1605097]"
13035,16400 86B AVE ,"[-122.7677441, 49.1605097]"
13036,16400 86B AVE     ,"[-122.7677441, 49.1605097]"
13037,16400 86TH AVE,"[-122.7662582, 49.1585617]"
13038,16400 86TH AVE ,"[-122.7662582, 49.1585617]"
13039,16400 87A AVE,"[-122.7677261, 49.1617913]"
13040,16400 87A AVE ,"[-122.7677261, 49.1617913]"
13041,16400 87A AVE     ,"[-122.7677261, 49.1617913]"
13042,16400 88TH AVE,"[-122.764808, 49.1627908]"
13043,16400 88TH AVE ,"[-122.764808, 49.1627908]"
13044,16400 88TH AVE     ,"[-122.764808, 49.1627908]"
13045,16400 89TH AVE,"[-122.7661539, 49.1645775]"
13046,16400 89TH AVE ,"[-122.7661539, 49.1645775]"
13047,16400 89TH AVE     ,"[-122.7661539, 49.1645775]"
13048,16400 92A AVE,"[-122.7677335, 49.1709438]"
13049,16400 92A AVE ,"[-122.7677335, 49.1709438]"
13050,16400 92A AVE     ,"[-122.7677335, 49.1709438]"
13051,16400 93A AVE,"[-122.7677504, 49.1722444]"
13052,16400 93A AVE ,"[-122.7677504, 49.1722444]"
13053,16400 93A AVE     ,"[-122.7677504, 49.1722444]"
13054,16400 93B AVE,"[-122.7662245, 49.172869]"
13055,16400 93B AVE ,"[-122.7662245, 49.172869]"
13056,16400 93B AVE     ,"[-122.7662245, 49.172869]"
13057,16400 96TH AVE,"[-122.7677034, 49.1769172]"
13058,16400 BEACH RD,"[-122.7690123, 49.0095955]"
13059,16400 BEACH RD     ,"[-122.7690123, 49.0095955]"
13060,16400 BELL RD ,"[-122.7676489, 49.1096009]"
13061,16400 BLOCK 23RD AVE,"[-122.7681085, 49.0437009]"
13062,16400 BLOCK 56TH AVE,"[-122.769146, 49.1043656]"
13063,16400 BLOCK 86TH AVE,"[-122.7662582, 49.1585617]"
13064,16400 FRASER HWY,"[-122.7677866, 49.1530054]"
13065,16400 FRASER HWY ,"[-122.7677866, 49.1530054]"
13066,16400 GLENSIDE CRT ,"[-122.7666769, 49.1950756]"
13067,16400 GLENSIDE CRT     ,"[-122.7666769, 49.1950756]"
13068,16400 GLENSIDE PL ,"[-122.7671914, 49.1933243]"
13069,16400 GLENSIDE PL     ,"[-122.7671914, 49.1933243]"
13070,16400 GLENWOOD CRES N,"[-122.7659421, 49.1975899]"
13071,16400 GLENWOOD CRES S,"[-122.7671097, 49.1942182]"
13072,16400 GLENWOOD CRES S    ,"[-122.7671097, 49.1942182]"
13073,16400 HIGH PARK AVE,"[-122.7679888, 49.0674606]"
13074,16400 MIDDLE BEACH RD,"[-122.767851, 49.0096879]"
13075,16400 OLD MCLELLAN RD,"[-122.767066, 49.1047687]"
13076,16400 UPPER BEACH RD,"[-122.7651818, 49.0101275]"
13077,164A ST / 109TH AVE,"[-122.766224, 49.2006591]"
13078,164A ST / 89TH AVE,"[-122.7661509, 49.1646134]"
13079,164TH ST / 104A AVE,"[-122.7674593, 49.1923681]"
13080,164TH ST / 104TH AVE,"[-122.7665753, 49.1902022]"
13081,164TH ST / 108TH AVE,"[-122.7675142, 49.1988418]"
13082,164TH ST / 109TH AVE,"[-122.7675215, 49.2006485]"
13083,164TH ST / 110TH AVE,"[-122.7674852, 49.2025107]"
13084,164TH ST / 11TH AVE,"[-122.7682045, 49.0225721]"
13085,164TH ST / 15TH AVE,"[-122.7681951, 49.0292773]"
13086,164TH ST / 16TH AVE,"[-128.3196763, 54.6988477]"
13087,164TH ST / 18TH AVE,"[-122.7682036, 49.0347174]"
13088,164TH ST / 24TH AVE,"[-122.7681195, 49.0455974]"
13089,164TH ST / 26TH AVE,"[-122.7680875, 49.0493131]"
13090,164TH ST / 28TH AVE,"[-122.7680652, 49.0529092]"
13091,164TH ST / 32A AVE,"[-122.7680581, 49.0611795]"
13092,164TH ST / 32ND AVE,"[-122.7680398, 49.0602191]"
13093,164TH ST / 59TH AVE,"[-122.7677227, 49.10986]"
13094,164TH ST / 60TH AVE,"[-122.7677603, 49.1115859]"
13095,164TH ST / 64TH AVE,"[-122.767783, 49.1189516]"
13096,164TH ST / 80TH AVE,"[-122.7676882, 49.1482231]"
13097,164TH ST / 82ND AVE,"[-122.767764, 49.1525551]"
13098,164TH ST / 84TH AVE,"[-122.7677905, 49.1554673]"
13099,164TH ST / 88TH AVE,"[-122.7677121, 49.1628078]"
13100,164TH ST / 8TH AVE,"[-122.7682394, 49.0165636]"
13101,164TH ST / 92A AVE,"[-122.7677353, 49.170973]"
13102,164TH ST / 92ND AVE,"[-122.7677483, 49.1701354]"
13103,164TH ST / 95TH AVE,"[-122.7677318, 49.1748699]"
13104,164TH ST / 96TH AVE,"[-122.7677038, 49.1769487]"
13105,164TH ST / FRASER HWY,"[-122.7677623, 49.1530326]"
13106,164TH ST / GLENWOOD CRES S,"[-122.7671089, 49.1942542]"
13107,164TH ST / HIGH PARK AVE,"[-122.7679893, 49.0674966]"
13108,164TH ST / KING GEORGE BLVD,"[-122.7678566, 49.0248311]"
13109,16500  56TH AVE,"[-122.6791743, 49.1043573]"
13110,16500  FRASER HWY,"[-122.7650368, 49.1519474]"
13111,16500 104TH AVE,"[-122.7644998, 49.1915077]"
13112,16500 104TH AVE ,"[-122.7644998, 49.1915077]"
13113,16500 108A AVE,"[-122.7643665, 49.1996128]"
13114,16500 108TH AVE ,"[-122.76529, 49.1988246]"
13115,16500 108TH AVE     ,"[-122.76529, 49.1988246]"
13116,16500 109A AVE,"[-122.7645918, 49.2019592]"
13117,16500 109A AVE ,"[-122.7645918, 49.2019592]"
13118,16500 109A AVE     ,"[-122.7645918, 49.2019592]"
13119,16500 109TH AVE,"[-122.7643719, 49.2011708]"
13120,16500 109TH AVE     ,"[-122.7643719, 49.2011708]"
13121,16500 10TH AVE,"[-122.7655128, 49.0201541]"
13122,16500 10TH AVE ,"[-122.7655128, 49.0201541]"
13123,16500 111TH AVE,"[-122.8181177, 49.2044044]"
13124,16500 16TH AVE,"[-122.7664085, 49.0310315]"
13125,16500 16TH AVE ,"[-122.7664085, 49.0310315]"
13126,16500 16TH AVE     ,"[-122.7664085, 49.0310315]"
13127,16500 24TH AVE,"[-122.7653808, 49.045582]"
