INCIDENT_TYPE,HUNDRED_BLOCK,MONTH,YEAR,FILE_NUMBER
Fatal/Injury Collision,KI00 GEORGE BLVD / 26TH AVE,3,2017,17-39041
Fatal/Injury Collision,14800 108TH AVE,3,2017,17-39068
Fatal/Injury Collision,7300 KING GEORGE BLVD,3,2017,17-39072
Fatal/Injury Collision,5600 AVE / 144TH ST,3,2017,17-39240
Fatal/Injury Collision,GROSVEN00 RD / HANSEN RD,3,2017,17-39417
Fatal/Injury Collision,15200 ST / 99TH AVE,3,2017,17-39599
Fatal/Injury Collision,H00 99 / KING GEORGE BLVD ONRP,3,2017,17-39756
Fatal/Injury Collision,9600 AVE / 128TH ST,3,2017,17-39760
Fatal/Injury Collision,6500 AVE / 188TH ST,3,2017,17-39789
Fatal/Injury Collision,7200 AVE / 137TH ST,3,2017,17-39949
Fatal/Injury Collision,10000 123A ST,3,2017,17-40008
Fatal/Injury Collision,9400 AVE / 180TH ST,3,2017,17-40049
Fatal/Injury Collision,6400 AVE / 144TH ST,3,2017,17-40276
Fatal/Injury Collision,10800 HWY 17,3,2017,17-40380
Fatal/Injury Collision,10400 AVE / 156TH ST,3,2017,17-40556
Fatal/Injury Collision,10000 AVE / 150TH ST,3,2017,17-40644
Fatal/Injury Collision,9000 AVE / 164TH ST,3,2017,17-40794
Fatal/Injury Collision,15200 ST / 104TH AVE,3,2017,17-40862
Fatal/Injury Collision,12800 ST / 96TH AVE,3,2017,17-40885
Fatal/Injury Collision,6400 AVE / 132ND ST,3,2017,17-40890
Fatal/Injury Collision,9600 AVE / GOLDEN EARS WAY,3,2017,17-41018
Fatal/Injury Collision,1000 AVE / 160TH ST,3,2017,17-41068
Fatal/Injury Collision,7400 AVE / KING GEORGE BLVD,3,2017,17-41447
Fatal/Injury Collision,FRAS00 HWY / 140TH ST,3,2017,17-41492
Fatal/Injury Collision,13800 FRASER HWY,3,2017,17-41649
Fatal/Injury Collision,H00 17 / 136TH ST,3,2017,17-41708
Fatal/Injury Collision,KI00 GEORGE BLVD / 80TH AVE,3,2017,17-41911
Fatal/Injury Collision,7600 AVE / 140TH ST,3,2017,17-41953
Fatal/Injury Collision,13200 ST / SHAKESPEARE PL,3,2017,17-42102
Fatal/Injury Collision,10100 KING GEORGE BLVD,3,2017,17-42158
Fatal/Injury Collision,10600 TIMBERLAND RD,3,2017,17-42319
Fatal/Injury Collision,10400 KING GEORGE BLVD,3,2017,17-42496
Fatal/Injury Collision,15600 ST / 92ND AVE,1,2017,17-1350
Fatal/Injury Collision,8900 152ND ST,2,2017,17-21561
Fatal/Injury Collision,18800 98A AVE,2,2017,17-25766
Fatal/Injury Collision,19200 ST / 72ND AVE,2,2017,17-25922
Fatal/Injury Collision,13800 28TH AVE,2,2017,17-26317
Fatal/Injury Collision,2100 148TH ST,2,2017,17-26601
Fatal/Injury Collision,11000 ORIOLE DR,2,2017,17-27150
Fatal/Injury Collision,6800 AVE / 128TH ST,3,2017,17-27776
Fatal/Injury Collision,9600 AVE / GOLDEN EARS WAY,3,2017,17-27816
Fatal/Injury Collision,15200 ST / 40TH AVE,3,2017,17-28652
Fatal/Injury Collision,12600 115TH AVE,3,2017,17-29006
Fatal/Injury Collision,14800 107A AVE,3,2017,17-29210
Fatal/Injury Collision,7700 147TH ST,3,2017,17-29486
Fatal/Injury Collision,TURNI00 LANE / 176TH ST,3,2017,17-29527
Fatal/Injury Collision,7400 KING GEORGE BLVD,3,2017,17-29614
Fatal/Injury Collision,12200 ST / 96TH AVE,3,2017,17-29660
Fatal/Injury Collision,8800 AVE / 128TH ST,3,2017,17-30249
Fatal/Injury Collision,7800 132ND ST,3,2017,17-30423
Fatal/Injury Collision,7400 128TH ST,3,2017,17-31435
Fatal/Injury Collision,8100 BLOCK 176TH ST,3,2017,17-32856
Fatal/Injury Collision,10300 AVE / UNIVERSITY DR,3,2017,17-33487
Fatal/Injury Collision,13000 ST / 100A AVE,3,2017,17-33769
Fatal/Injury Collision,17200 64A AVE,3,2017,17-34004
Fatal/Injury Collision,10300 152ND ST,3,2017,17-34052
Fatal/Injury Collision,H00 17 / 104TH AVE OFRP,3,2017,17-34081
Fatal/Injury Collision,12400 88TH AVE,3,2017,17-34942
Fatal/Injury Collision,17600 ST / 24TH AVE,3,2017,17-37072
Fatal/Injury Collision,7800 122ND ST,3,2017,17-37099
Fatal/Injury Collision,8400 AVE / 132ND ST,3,2017,17-37412
Fatal/Injury Collision,9100 FLEETWOOD WAY,3,2017,17-38039
Fatal/Injury Collision,15200 ST / 56TH AVE,3,2017,17-38147
Fatal/Injury Collision,13900 78A AVE,3,2017,17-38158
Fatal/Injury Collision,3200 AVE / 190TH ST,3,2017,17-38558
Fatal/Injury Collision,15900 20TH AVE,3,2017,17-38762
Fatal/Injury Collision,12100 BEECHER ST,3,2017,17-39172
Fatal/Injury Collision,12600 72ND AVE,3,2017,17-40292
Fatal/Injury Collision,15200 ST / 100TH AVE,3,2017,17-40395
Fatal/Injury Collision,10500 160TH ST,3,2017,17-40545
Fatal/Injury Collision,MA00 ACCESS / 88TH AVE,3,2017,17-41137
Fatal/Injury Collision,10400 AVE / KING GEORGE BLVD,3,2017,17-41866
Fatal/Injury Collision,14800 ST / 62ND AVE,3,2017,17-42164
Fatal/Injury Collision,13700 ST / 72A AVE,3,2017,17-31522
Fatal/Injury Collision,1700 ST / 60TH AVE,3,2017,17-32115
Fatal/Injury Collision,14800 ST / 76TH AVE,3,2017,17-34567
Fatal/Injury Collision,6100 164TH ST,3,2017,17-40179
Fatal/Injury Collision,5800 AVE / KING GEORGE BLVD,3,2017,17-29438
Fatal/Injury Collision,10000 AVE / 151ST ST,3,2017,17-29513
Fatal/Injury Collision,19600 ST / 56TH AVE,3,2017,17-32139
Fatal/Injury Collision,9600 AVE / 137B ST,3,2017,17-32390
Fatal/Injury Collision,15200 ST / 96TH AVE,3,2017,17-37102
Fatal/Injury Collision,13300 115TH AVE,3,2017,17-40141
Fatal/Injury Collision,15200 ST / 56TH AVE,3,2017,17-40156
Fatal/Injury Collision,15200 ST / 104TH AVE,3,2017,17-40862
Break and Enter - Business,12100 MUSQUEAM DR,4,2017,17-50521
Fatal/Injury Collision,12300 INDUSTRIAL RD,4,2017,17-43937
Theft of Motor Vehicle,126A ST / 115B AVE,4,2017,17-49291
Break and Enter - Business,12200 112TH AVE,4,2017,17-47542
Fatal/Injury Collision,12200 KING GEORGE BLVD,4,2017,17-44065
Break and Enter - Business,12400 KING GEORGE BLVD,4,2017,17-49314
Theft of Motor Vehicle,11400 126A ST,4,2017,17-43620
Theft from Motor Vehicle,128TH ST / 113B AVE,4,2017,17-48782
Theft from Motor Vehicle,12700 113B AVE,4,2017,17-50376
Theft of Motor Vehicle,12800 114B AVE,4,2017,17-49230
Break and Enter - Business,12900 KING GEORGE BLVD,4,2017,17-50262
Break and Enter - Business,13300 112TH AVE,4,2017,17-53650
Fatal/Injury Collision,KING GEORGE BLVD / 132ND ST,4,2017,17-44485
Fatal/Injury Collision,KING GEORGE BLVD / 112TH AVE,4,2017,17-43536
Theft from Motor Vehicle,13400 CRESTVIEW DR,4,2017,17-50670
Theft from Motor Vehicle,13300 115TH AVE,4,2017,17-56440
Fatal/Injury Collision,HWY 17 / 136TH ST,4,2017,17-53143
Theft of Motor Vehicle,11300 133A ST,4,2017,17-53436
Theft from Motor Vehicle,11900 OLD YALE RD,4,2017,17-52237
Theft from Motor Vehicle,10600 SPAN RD,4,2017,17-47392
Break and Enter - Business,10700 SCOTT RD,4,2017,17-56866
Theft of Motor Vehicle,12100 OLD YALE RD,4,2017,17-56240
Theft from Motor Vehicle,SCOTT RD / OLD YALE RD,4,2017,17-45495
Fatal/Injury Collision,OLD YALE RD / HWY 17,4,2017,17-53304
Theft from Motor Vehicle,11100 124TH ST,4,2017,17-50893
Theft from Motor Vehicle,12300 PATTULLO PL,4,2017,17-51178
Fatal/Injury Collision,KING GEORGE BLVD / SCOTT RD OFRP,4,2017,17-44762
Theft from Motor Vehicle,10800 SCOTT RD,4,2017,17-51691
Theft from Motor Vehicle,10800 SCOTT RD,4,2017,17-51709
Break and Enter - Business,12300 WINRAM RD,4,2017,17-50756
Break and Enter - Residence,10800 SCOTT RD,4,2017,17-43612
Break and Enter - Residence,12300 WINRAM RD,4,2017,17-48416
Theft from Motor Vehicle,12700 110TH AVE,4,2017,17-43729
Theft from Motor Vehicle,12500 110TH AVE,4,2017,17-44023
Theft from Motor Vehicle,12500 110TH AVE,4,2017,17-44077
Theft from Motor Vehicle,12500 110TH AVE,4,2017,17-46316
Shoplifting,12700 110TH AVE,4,2017,17-47331
Shoplifting,12700 110TH AVE,4,2017,17-48836
Theft from Motor Vehicle,12500 110TH AVE,4,2017,17-50727
Theft from Motor Vehicle,12700 KING GEORGE BLVD,3,2017,17-50802
Shoplifting,12700 110TH AVE,4,2017,17-51208
Shoplifting,12700 110TH AVE,4,2017,17-53375
Theft from Motor Vehicle,10800 125TH ST,4,2017,17-53465
Theft from Motor Vehicle,12500 110TH AVE,4,2017,17-56214
Break and Enter - Business,12700 110TH AVE,4,2017,17-55265
Break and Enter - Business,10900 125TH ST,4,2017,17-55964
Theft of Motor Vehicle,12500 110TH AVE,4,2017,17-50914
Fatal/Injury Collision,108TH AVE / 128TH ST,4,2017,17-49636
Fatal/Injury Collision,128TH ST / KING GEORGE BLVD,4,2017,17-53862
Fatal/Injury Collision,128TH ST / KING GEORGE BLVD,4,2017,17-47748
Theft from Motor Vehicle,11100 132ND ST,4,2017,17-43798
Theft from Motor Vehicle,13000 111TH AVE,4,2017,17-44290
Theft from Motor Vehicle,13000 111TH AVE,4,2017,17-44293
Break and Enter - Business,13000 112TH AVE,4,2017,17-47289
Fatal/Injury Collision,13000 KING GEORGE BLVD,4,2017,17-47655
Theft from Motor Vehicle,10900 128A ST,4,2017,17-49701
Theft from Motor Vehicle,12900 109TH AVE,4,2017,17-49872
Theft from Motor Vehicle,10900 130TH ST,4,2017,17-50288
Theft from Motor Vehicle,10900 130TH ST,4,2017,17-52359
Theft from Motor Vehicle,12900 108TH AVE,4,2017,17-44258
Theft from Motor Vehicle,12800 106A AVE,4,2017,17-48497
Theft from Motor Vehicle,12800 106A AVE,4,2017,17-48495
Break and Enter - Residence,10800 132ND ST,4,2017,17-49181
Fatal/Injury Collision,106TH AVE / 130TH ST,4,2017,17-56189
Shoplifting,10800 132ND ST,4,2017,17-42967
Break and Enter - Residence,10900 132A ST,4,2017,17-46737
Theft of Motor Vehicle,13400 KING GEORGE BLVD,4,2017,17-53396
Break and Enter - Residence,13500 HILTON RD,4,2017,17-48257
Break and Enter - Residence,13400 KING GEORGE BLVD,4,2017,17-51091
Theft of Motor Vehicle,10900 136TH ST,4,2017,17-51115
Fatal/Injury Collision,13400 BOLIVAR CRES,4,2017,17-54217
Theft from Motor Vehicle,13500 GATEWAY DR,4,2017,17-43399
Break and Enter - Residence,13800 HANSEN RD,4,2017,17-52653
Fatal/Injury Collision,HANSEN RD / GROSVENOR RD,4,2017,17-44747
Fatal/Injury Collision,GROSVENOR RD / HANSEN RD,4,2017,17-44057
Theft of Motor Vehicle,13700 112TH AVE,4,2017,17-52316
Theft of Motor Vehicle,10900 139A ST,4,2017,17-43957
Break and Enter - Business,13800 108TH AVE,4,2017,17-44269
Break and Enter - Business,13600 GROSVENOR RD,4,2017,17-48843
Fatal/Injury Collision,108TH AVE / WHALLEY BLVD,4,2017,17-44056
Theft from Motor Vehicle,SCOTT RD / 104TH AVE,4,2017,17-44511
Theft from Motor Vehicle,12300 OLD YALE RD,3,2017,17-45996
Shoplifting,104TH AVE / SCOTT RD,4,2017,17-46565
Theft from Motor Vehicle,124A ST / 104TH AVE,4,2017,17-51890
Theft of Motor Vehicle,104TH AVE / SCOTT RD,4,2017,17-47350
Break and Enter - Residence,10500 125TH ST,4,2017,17-46989
Theft of Motor Vehicle,10400 125TH ST,4,2017,17-51189
Theft of Motor Vehicle,104TH AVE / 128TH ST,4,2017,17-49345
Fatal/Injury Collision,104TH AVE / OLD YALE RD,4,2017,17-52458
Theft of Motor Vehicle,12800 105TH AVE,4,2017,17-50877
Fatal/Injury Collision,UNIVERSITY DR / 105A AVE,4,2017,17-48435
Theft of Motor Vehicle,10700 UNIVERSITY DR,4,2017,17-44740
Theft from Motor Vehicle,13300 105A AVE,4,2017,17-53002
Theft from Motor Vehicle,10600 133RD ST,4,2017,17-53248
Theft from Motor Vehicle,10500 132A ST,4,2017,17-54189
Theft from Motor Vehicle,13300 104TH AVE,4,2017,17-49698
Theft from Motor Vehicle,13300 104TH AVE,4,2017,17-50650
Fatal/Injury Collision,13200 104TH AVE,4,2017,17-53942
Theft from Motor Vehicle,13400 108TH AVE,4,2017,17-50946
Fatal/Injury Collision,108TH AVE / UNIVERSITY DR,4,2017,17-50510
Shoplifting,10700 KING GEORGE BLVD,4,2017,17-43005
Shoplifting,10700 KING GEORGE BLVD,4,2017,17-43534
Shoplifting,10700 KING GEORGE BLVD,4,2017,17-44014
Shoplifting,10700 KING GEORGE BLVD,4,2017,17-44074
Shoplifting,10700 KING GEORGE BLVD,4,2017,17-44578
Shoplifting,10700 KING GEORGE BLVD,4,2017,17-45581
Shoplifting,10700 KING GEORGE BLVD,4,2017,17-45891
Shoplifting,10700 KING GEORGE BLVD,4,2017,17-46016
Shoplifting,10700 KING GEORGE BLVD,4,2017,17-48338
Shoplifting,10700 KING GEORGE BLVD,4,2017,17-49542
Shoplifting,10700 KING GEORGE BLVD,4,2017,17-49786
Shoplifting,10700 KING GEORGE BLVD,4,2017,17-49801
Shoplifting,10700 KING GEORGE BLVD,4,2017,17-52976
Theft from Motor Vehicle,135A ST / 106TH AVE,4,2017,17-53274
Shoplifting,10700 KING GEORGE BLVD,4,2017,17-54325
Shoplifting,10700 KING GEORGE BLVD,4,2017,17-54613
Shoplifting,10700 KING GEORGE BLVD,4,2017,17-48508
Break and Enter - Business,10600 CITY PKWY,4,2017,17-44271
Fatal/Injury Collision,10600 KING GEORGE BLVD,4,2017,17-46449
Break and Enter - Business,13500 106TH AVE,4,2017,17-46763
Fatal/Injury Collision,105TH AVE / KING GEORGE BLVD,4,2017,17-51060
Fatal/Injury Collision,10500 KING GEORGE BLVD,4,2017,17-45912
Theft of Motor Vehicle,13500 106TH AVE,4,2017,17-45647
Theft from Motor Vehicle,10700 138TH ST,4,2017,17-49015
Theft from Motor Vehicle,13700 107A AVE,4,2017,17-56303
Fatal/Injury Collision,WHALLEY BLVD / 107A AVE,4,2017,17-49280
Break and Enter - Business,10500 KING GEORGE BLVD,4,2017,17-56612
Break and Enter - Business,10500 KING GEORGE BLVD,4,2017,17-57049
Theft from Motor Vehicle,10700 138TH ST,4,2017,17-54579
Shoplifting,10400 KING GEORGE BLVD,4,2017,17-42854
Shoplifting,10400 KING GEORGE BLVD,4,2017,17-44164
Shoplifting,10400 KING GEORGE BLVD,4,2017,17-48179
Theft from Motor Vehicle,10400 KING GEORGE BLVD,4,2017,17-54693
Fatal/Injury Collision,105TH AVE / WHALLEY BLVD,4,2017,17-49281
Theft of Motor Vehicle,10400 KING GEORGE BLVD,4,2017,17-49821
Theft from Motor Vehicle,10400 138A ST,4,2017,17-43358
Theft from Motor Vehicle,10700 139TH ST,4,2017,17-45843
Theft from Motor Vehicle,10700 139TH ST,4,2017,17-45889
Theft from Motor Vehicle,10700 139TH ST,4,2017,17-46072
Theft from Motor Vehicle,10700 139TH ST,4,2017,17-46865
Shoplifting,10300 SCOTT RD,4,2017,17-43445
Break and Enter - Business,10300 SCOTT RD,4,2017,17-43808
Fatal/Injury Collision,11900 BLOCK TANNERY RD,4,2017,17-54298
Fatal/Injury Collision,HWY 17 / TANNERY RD OFRP,4,2017,17-54636
Fatal/Injury Collision,10500 HWY 17,4,2017,17-51158
Theft of Motor Vehicle,10200 GRACE RD,4,2017,17-44375
Theft of Motor Vehicle,11900 TANNERY RD,4,2017,17-44468
Fatal/Injury Collision,SCOTT RD / 103A AVE,4,2017,17-45266
Fatal/Injury Collision,SCOTT RD / 103A AVE,4,2017,17-50371
Fatal/Injury Collision,SCOTT RD / 103A AVE,4,2017,17-44471
Fatal/Injury Collision,SCOTT RD / 103A AVE,4,2017,17-55056
Theft from Motor Vehicle,12100 102ND AVE,4,2017,17-48611
Break and Enter - Residence,12000 101A AVE,4,2017,17-49222
Theft of Motor Vehicle,10200 121ST ST,4,2017,17-43560
Fatal/Injury Collision,99TH AVE / 120TH ST,4,2017,17-51459
Fatal/Injury Collision,120TH ST / 101ST AVE,4,2017,17-46836
Fatal/Injury Collision,120TH ST / 99TH AVE,4,2017,17-48287
Theft from Motor Vehicle,10200 123A ST,4,2017,17-47719
Theft of Motor Vehicle,10000 123A ST,4,2017,17-43811
Break and Enter - Residence,10300 127TH ST,4,2017,17-48476
Break and Enter - Residence,10200 125TH ST,4,2017,17-47531
Break and Enter - Business,10200 127A ST,4,2017,17-54186
Break and Enter - Business,12700 102ND AVE,4,2017,17-54187
Theft of Motor Vehicle,10200 128TH ST,4,2017,17-44246
Theft of Motor Vehicle,12700 102ND AVE,4,2017,17-49008
Break and Enter - Residence,12900 OLD YALE RD,4,2017,17-55698
Theft from Motor Vehicle,12900 101A AVE,4,2017,17-55358
Break and Enter - Residence,13000 101ST AVE,4,2017,17-49384
Theft of Motor Vehicle,12900 100A AVE,4,2017,17-43079
Theft from Motor Vehicle,12900 104TH AVE,4,2017,17-48197
Fatal/Injury Collision,132ND ST / 104TH AVE,4,2017,17-55454
Theft from Motor Vehicle,13300 104TH AVE,4,2017,17-300092
Theft from Motor Vehicle,13300 102A AVE,4,2017,17-52495
Break and Enter - Business,13300 102A AVE,4,2017,17-44364
Break and Enter - Business,13300 102A AVE,4,2017,17-48761
Break and Enter - Business,13300 102A AVE,4,2017,17-48835
Break and Enter - Business,10200 133RD ST,4,2017,17-48952
Break and Enter - Residence,13300 102A AVE,4,2017,17-47641
Fatal/Injury Collision,UNIVERSITY DR / 102A AVE,4,2017,17-45984
Break and Enter - Business,10200 133A ST,4,2017,17-45173
Theft from Motor Vehicle,10000 133RD ST,4,2017,17-45122
Theft from Motor Vehicle,10000 132A ST,4,2017,17-47408
Break and Enter - Residence,13300 OLD YALE RD,4,2017,17-56988
Shoplifting,10300 KING GEORGE BLVD,4,2017,17-46010
Shoplifting,10300 KING GEORGE BLVD,4,2017,17-49320
Shoplifting,10300 KING GEORGE BLVD,4,2017,17-51275
Shoplifting,10300 KING GEORGE BLVD,4,2017,17-52927
Theft from Motor Vehicle,10200 CITY PKWY,4,2017,17-54000
Shoplifting,10300 CITY PKWY,4,2017,17-54436
Shoplifting,10300 KING GEORGE BLVD,4,2017,17-54482
Shoplifting,10300 KING GEORGE BLVD,4,2017,17-54508
Shoplifting,10300 KING GEORGE BLVD,4,2017,17-54562
Theft from Motor Vehicle,10200 KING GEORGE BLVD,4,2017,17-55737
Shoplifting,104TH AVE / KING GEORGE BLVD,4,2017,17-54510
Shoplifting,10300 KING GEORGE BLVD,4,2017,17-54891
Break and Enter - Business,13500 102ND AVE,4,2017,17-46272
Fatal/Injury Collision,KING GEORGE BLVD / 102ND AVE,4,2017,17-42624
Fatal/Injury Collision,102ND AVE / CITY PKWY,4,2017,17-44676
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-42674
Theft from Motor Vehicle,10100 KING GEORGE BLVD,4,2017,17-43205
Theft from Motor Vehicle,10000 KING GEORGE BLVD,4,2017,17-43388
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-43484
Theft from Motor Vehicle,10100 KING GEORGE BLVD,4,2017,17-43570
Theft from Motor Vehicle,10100 KING GEORGE BLVD,4,2017,17-43965
Theft from Motor Vehicle,10100 KING GEORGE BLVD,4,2017,17-44032
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-44452
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-44603
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-44841
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-44905
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-45565
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-45689
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-45918
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-46908
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-47462
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-47966
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-48039
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-48065
Theft from Motor Vehicle,10100 KING GEORGE BLVD,4,2017,17-50805
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-51259
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-51318
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-54334
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-54360
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-54406
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-54514
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-54598
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-55403
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-55529
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-49577
Shoplifting,10100 KING GEORGE BLVD,4,2017,17-53504
Fatal/Injury Collision,10100 KING GEORGE BLVD,4,2017,17-49071
Fatal/Injury Collision,10100 KING GEORGE BLVD,4,2017,17-54951
Fatal/Injury Collision,10100 KING GEORGE BLVD,4,2017,17-44480
Fatal/Injury Collision,13400 102ND AVE,4,2017,17-54906
Theft of Motor Vehicle,10100 KING GEORGE BLVD,4,2017,17-55892
Shoplifting,10300 KING GEORGE BLVD,4,2017,17-44541
Shoplifting,10300 KING GEORGE BLVD,4,2017,17-45015
Theft from Motor Vehicle,10200 KING GEORGE BLVD,4,2017,17-46407
Theft from Motor Vehicle,10300 WHALLEY BLVD,4,2017,17-48291
Shoplifting,10300 KING GEORGE BLVD,4,2017,17-48966
Shoplifting,WHALLEY BLVD / 102ND AVE,4,2017,17-49309
Shoplifting,10300 KING GEORGE BLVD,4,2017,17-49481
Shoplifting,10200 WHALLEY BLVD,4,2017,17-50418
Shoplifting,10300 KING GEORGE BLVD,4,2017,17-50749
Shoplifting,10200 WHALLEY BLVD,4,2017,17-50813
Shoplifting,10200 WHALLEY BLVD,4,2017,17-51380
Shoplifting,10300 KING GEORGE BLVD,4,2017,17-51777
Theft from Motor Vehicle,13800 102ND AVE,4,2017,17-51857
Theft from Motor Vehicle,13800 103RD AVE,4,2017,17-51937
Shoplifting,10300 KING GEORGE BLVD,4,2017,17-52196
Shoplifting,10300 KING GEORGE BLVD,4,2017,17-52446
Shoplifting,10300 KING GEORGE BLVD,4,2017,17-52539
Shoplifting,10300 KING GEORGE BLVD,4,2017,17-52984
Shoplifting,10300 KING GEORGE BLVD,4,2017,17-54423
Shoplifting,10300 KING GEORGE BLVD,4,2017,17-54488
Theft from Motor Vehicle,10200 BLOCK KING GEORGE BLVD,4,2017,17-54611
Shoplifting,10200 WHALLEY BLVD,4,2017,17-54932
Theft from Motor Vehicle,13800 103RD AVE,4,2017,17-56758
Fatal/Injury Collision,104TH AVE / 140TH ST,4,2017,17-44322
Fatal/Injury Collision,104TH AVE / WHALLEY BLVD,4,2017,17-51870
Fatal/Injury Collision,140TH ST / 104TH AVE,3,2017,17-43034
Fatal/Injury Collision,10300 KING GEORGE BLVD,4,2017,17-47780
Fatal/Injury Collision,KING GEORGE BLVD / 104TH AVE,4,2017,17-48563
Theft of Motor Vehicle,WHALLEY BLVD / 104TH AVE,3,2017,17-37475
Fatal/Injury Collision,104TH AVE / 140TH ST,4,2017,17-44322
Fatal/Injury Collision,KING GEORGE BLVD / 100TH AVE,4,2017,17-44250
Fatal/Injury Collision,WHALLEY BLVD / 100TH AVE,4,2017,17-44822
Fatal/Injury Collision,10000 WHALLEY BLVD,4,2017,17-49823
Theft from Motor Vehicle,13800 101ST AVE,4,2017,17-44253
Theft from Motor Vehicle,13800 102ND AVE,4,2017,17-48357
Theft from Motor Vehicle,101ST AVE / 139TH ST,4,2017,17-48713
Theft from Motor Vehicle,13800 101ST AVE,4,2017,17-55851
Break and Enter - Business,13800 101ST AVE,4,2017,17-55851
Theft from Motor Vehicle,10000 137A ST,3,2017,17-41946
Break and Enter - Business,13800 100TH AVE,4,2017,17-55813
Break and Enter - Residence,13900 101ST AVE,4,2017,17-56890
Fatal/Injury Collision,102ND AVE / 140TH ST,4,2017,17-44982
Theft of Motor Vehicle,13900 101ST AVE,4,2017,17-54803
Theft of Motor Vehicle,13900 101ST AVE,4,2017,17-55562
Theft from Motor Vehicle,11600 98A AVE,4,2017,17-56219
Theft from Motor Vehicle,9600 116TH ST,4,2017,17-44882
Theft from Motor Vehicle,11700 96A AVE,4,2017,17-47226
Fatal/Injury Collision,11800 97A AVE,4,2017,17-57240
Theft from Motor Vehicle,9800 120A ST,3,2017,17-42616
Break and Enter - Business,9800 120TH ST,4,2017,17-45262
Break and Enter - Residence,12100 97TH AVE,4,2017,17-48794
Fatal/Injury Collision,123RD ST / 96TH AVE,4,2017,17-48509
Fatal/Injury Collision,123A ST / 96TH AVE,4,2017,17-52439
Fatal/Injury Collision,96TH AVE / 123A ST,4,2017,17-53879
Theft of Motor Vehicle,12200 96TH AVE,4,2017,17-52766
